Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [okbooks],Price [okbooks],In stock [okbooks],Low stock [okbooks]
กรรไกรก้ามปูเล็ก,11155,กรรไกรก้ามปูเล็ก,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,10.00,,
กรรไกรก้ามปูใหญ่--2-ชิ้น,11157,กรรไกรก้ามปูใหญ่  2 ชิ้น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,35.00,,
กรรไกรก้ามปูใหญ่-zoma,11156,กรรไกรก้ามปูใหญ่ 15 บาท,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,15.00,,
กรรไกรก้ามปูใหญ่-15-บาท-1-โหล,12012,กรรไกรก้ามปูใหญ่ 15 บาท 1 โหล,เครื่องเขียน,,N,,,,,,,95.00,,,,N,Y,160.00,,
กรรไกรซอยผม,11126,กรรไกรซอยผม,เครื่องเขียน,,N,,,,,,,0.00,1988032191752,,,N,Y,30.00,,
กรรไกรซอยผม-1,11127,กรรไกรซอยผม,เครื่องเขียน,,N,,,,,,,0.00,6923010286964,,,N,Y,30.00,,
กรรไกรซิกแซก,11129,กรรไกรซิกแซก,เครื่องเขียน,,N,,,,,,,0.00,2540011016037,,,N,Y,35.00,,
กรรไกรซิกแซกkaibo,11128,กรรไกรซิกแซกKAIBO,เครื่องเขียน,,N,,,,,,,0.00,8853891155258,,,N,Y,290.00,,
กรรไกรซิกแซกสแตนเลสหนา,11831,กรรไกรซิกแซกสแตนเลสหนา,เครื่องเขียน,,N,,,,,,,92.00,,,,N,Y,200.00,,
กรรไกรตัดกิ่ง solex 12”,10835,กรรไกรตัดกิ่ง solex 12”,เครื่องมือช่าง,,N,,,,,,,155.00,8850879140015,,,Y,Y,250.00,100.000,0.000
"กรรไกรตัดกิ่ง-solo-no.930-8""",11403,"กรรไกรตัดกิ่ง SOLO no.930-8""",เครื่องมือช่าง,,N,,,,,,,0.00,8852198257214,,,N,Y,250.00,,
กรรไกรแสตนเลส-8-นิ้ว-no.9340,11132,กรรไกรสแตนเลส 8 นิ้ว No.9340,เครื่องเขียน,,N,,,,,,,0.00,7894641000023,,,N,Y,30.00,,
กรรไกรเหล็ก-6-นิ้ว,11131,กรรไกรเหล็ก 6 นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,25.00,7.000,0.000
กรรไกรเหล็ก-8-นิ้ว,11130,กรรไกรเหล็ก 8 นิ้ว,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,30.00,7.000,0.000
กรวย-5-นิ้ว,13333,กรวย 5.5นิ้ว no.028,เบ็ดเตล็ด,,N,,,,,,,0.00,44255610281,,,N,Y,25.00,,
กรอบรูบ-a4-certificate-อะคริลิค-บาง,13008,กรอบรูบ A4 Certificate อะคริลิค บาง,เบ็ดเตล็ด,,N,,,,,,,40.00,8859813352989,,,N,Y,90.00,,
"กรอบรูป-10*15""",11972,"กรอบรูป 10*15""",งานรูป,,N,,,,,,,160.00,,,,N,Y,350.00,,
"กรอบรูป-12*18""",11971,"กรอบรูป 12*18""",งานรูป,,N,,,,,,,185.00,,,,N,Y,390.00,,
กรอบรูป-8*10-กรอบหนา,13256,กรอบรูป 8*10 กรอบหนา,เบ็ดเตล็ด,,N,,,,,,,18.00,,,,N,Y,159.00,,
"กรอบรูป-ในหลวง-10*15""",12346,"กรอบรูป ในหลวง 10*15""",เบ็ดเตล็ด,,N,,,,,,,0.00,,,,N,Y,350.00,,
"กรอบรูป-ในหลวง-15*21""",12347,"กรอบรูป ในหลวง 15*21""",เบ็ดเตล็ด,,N,,,,,,,0.00,,,,N,Y,450.00,,
กรอบรูปวินเทจ-2-ช่องlove-ขาว,13267,กรอบรูปวินเทจ 2 ช่องLove ขาว,เบ็ดเตล็ด,,N,,,,,,,18.00,,,,Y,Y,79.00,10.000,
กรอบรูปวินเทจ-2-ช่องlove-แดง,13266,กรอบรูปวินเทจ 2 ช่องLove แดง,เบ็ดเตล็ด,,N,,,,,,,8.00,,,,Y,Y,79.00,11.000,
กรอบรูปวินเทจ-3-ช่อง-family-ขาว,13265,กรอบรูปวินเทจ 3 ช่อง Family ขาว,เบ็ดเตล็ด,,N,,,,,,,18.00,,,,Y,Y,100.00,10.000,
กรอบรูปวินเทจ-3ช่อง-love-เทา,13264,กรอบรูปวินเทจ 3ช่อง Love เทา,เบ็ดเตล็ด,,N,,,,,,,18.00,,,,Y,Y,100.00,10.000,
กรอบรูปวินเทจ-5-ช่อง-ดำ,13257,กรอบรูปวินเทจ 5 ช่อง ดำ,เบ็ดเตล็ด,,N,,,,,,,18.00,,,,Y,Y,159.00,2.000,
กรอบสั่งตัด-เพิ่ม100-บาทจากขนาดใกล้เคียง,12153,กรอบสั่งตัด เพิ่ม100 บาทจากขนาดใกล้เคียง,งานรูป,,N,,,,,,,0.00,,,,N,Y,100.00,,
กระดาน-write-board-30*40,11709,กระดาน write board 30*40,เครื่องเขียน,,N,,,,,,,65.00,,,,N,Y,200.00,,
กระดาน-write-board-60*80,11711,กระดาน write board 60*80,เครื่องเขียน,,N,,,,,,,220.00,,,,N,Y,390.00,,
กระดาน-write-board-40*60,11710,กระดาน write board M-tec 40*60,เครื่องเขียน,,N,,,,,,,105.00,,,,N,Y,250.00,,
กระดาน-write-board-modela-40*60-แถมปากกา-แปรงลบ,12640,กระดาน write board Modela 40*60 แถมปากกา แปรงลบ,เครื่องเขียน,,N,,,,,,,140.00,,,,N,Y,290.00,,
กระดาน-write-board-แม่เหล็ก35*50,12641,กระดาน write board แม่เหล็ก35*50,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,179.00,,
กระดานบ่า นน.(เลือดหมู),10574,กระดานบ่า นน.(เลือดหมู),เครื่องแต่งกาย,,N,,,,,,,11.50,,,,Y,Y,25.00,100.000,0.000
กระดานบ่า ลญ.(เลือดหมู),10573,กระดานบ่า ลญ.(เลือดหมู),เครื่องแต่งกาย,,N,,,,,,,11.50,,,,Y,Y,25.00,97.000,0.000
กระดานบ่า ลว.(เขียว),10577,กระดานบ่า ลว.(เขียว),เครื่องแต่งกาย,,N,,,,,,,12.00,,,,Y,Y,25.00,99.000,0.000
กระดานบ่า หัวเสือ(เขียว),10576,กระดานบ่า หัวเสือ(เขียว),เครื่องแต่งกาย,,N,,,,,,,0.00,,,,Y,Y,30.00,100.000,0.000
กระดานบ่า หัวเสือ(เลือดหมู),10575,กระดานบ่า หัวเสือ(เลือดหมู),เครื่องแต่งกาย,,N,,,,,,,0.00,,,,Y,Y,30.00,100.000,0.000
กระดานรองวาดรูป 30*40 cm,10769,กระดานรองวาดรูป 30*40 cm,เครื่องเขียน,,N,,,,,,,10.00,,,,Y,Y,25.00,99.000,0.000
กระดานรองวาดรูป 40*60 cm,10770,กระดานรองวาดรูป 40*60 cm,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,40.00,98.000,0.000
กระดานรองวาดรูป A4,10771,กระดานรองวาดรูป A4,เครื่องเขียน,,N,,,,,,,8.00,,,,Y,Y,15.00,100.000,0.000
กระดาษ A3 Double A  80g 1 รีม,10198,กระดาษ A3 Double A  80g 1 รีม,เครื่องเขียน,,N,,,,,,,259.00,8856976000146,,,Y,Y,295.00,88.000,0.000
กระดาษ A3 Double A  80g 20 แผ่น 20 บาท,10197,กระดาษ A3 Double A  80g 20 แผ่น 20 บาท,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,20.00,100.000,0.000
กระดาษ A4 Double A  80g 1 รีม ,10183,กระดาษ A4 Double A  80g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,8856976000016,,,Y,Y,125.00,31.000,0.000
กระดาษ A4 Double A  80g 1 ลัง (5 รีม),10184,กระดาษ A4 Double A  80g 1 ลัง (5 รีม),เครื่องเขียน,,N,,,,,,,0.00,8856976000023,,,Y,Y,600.00,90.000,0.000
กระดาษ A4 Double A  80g 100 แผ่น ,10181,กระดาษ A4 Double A  80g 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,8856976000597,,,Y,Y,45.00,99.000,0.000
กระดาษ A4 Double A  80g 100 แผ่น 40 บาท,10178,กระดาษ A4 Double A  80g 100 แผ่น 40 บาท,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,40.00,100.000,0.000
กระดาษ A4 Double A  80g 20 แผ่น 10 บาท,10177,กระดาษ A4 Double A  80g 20 แผ่น 10 บาท,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,10.00,100.000,0.000
กระดาษ A4 Double A  80g 40 แผ่น ,10179,กระดาษ A4 Double A  80g 40 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,8856976000689,,,Y,Y,25.00,100.000,0.000
กระดาษ A4 Double A  90g 100 แผ่น ,10182,กระดาษ A4 Double A  90g 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,8858741704143,,,Y,Y,50.00,100.000,0.000
กระดาษ A4 Double A  90g 40 แผ่น,10180,กระดาษ A4 Double A  90g 40 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,8858741704136,,,Y,Y,29.00,99.000,0.000
กระดาษ-a4-double-a-color-print--90g-1-รีม,11905,กระดาษ A4 Double A color print  90g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,8858741702415,,,N,Y,135.00,,
กระดาษ A4 Idea max 70g 1 รีม ,10189,กระดาษ A4 Idea max 70g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,8852413476383,,,Y,Y,115.00,93.000,0.000
กระดาษ A4 Idea max 70g 1 ลัง (5 รีม) ,10191,กระดาษ A4 Idea max 70g 1 ลัง (5 รีม),เครื่องเขียน,,N,,,,,,,0.00,8852413476390,,,Y,Y,550.00,96.000,0.000
กระดาษ A4 Idea work 80g 1 รีม ,10190,กระดาษ A4 Idea work 80g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,3857413459393,,,Y,Y,125.00,91.000,0.000
กระดาษ-a4-ofm-70g-1-รีม,12828,กระดาษ A4 OFM 70g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,8858741759839,,,N,Y,105.00,,
กระดาษ A4 One 70g 1 รีม ,10192,กระดาษ A4 One 70g 1 รีม(ปกติ110),เครื่องเขียน,,N,,,,,,,0.00,8851891003210,,,Y,Y,100.00,86.000,0.000
กระดาษ A4 One 70g 1 ลัง (5 รีม) ,10195,กระดาษ A4 One 70g 1 ลัง (5 รีม)ปกติ525,เครื่องเขียน,,N,,,,,,,0.00,8851891003234,,,Y,Y,500.00,98.000,0.000
กระดาษ A4 One Green 70g 1 รีม ,10193,กระดาษ A4 One Green 70g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,8852413917633,,,Y,Y,100.00,100.000,0.000
กระดาษ A4 Quality 70g 1 รีม ,10194,กระดาษ A4 Quality 70g 1 รีม,เครื่องเขียน,,N,,,,,,,0.00,8858741714241,,,Y,Y,110.00,96.000,0.000
กระดาษ A4 Quality 70g 1 ลัง (5 รีม) ,10196,กระดาษ A4 Quality 70g 1 ลัง (5 รีม),เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,525.00,96.000,0.000
กระดาษ-a4-quality-recycle-green-70g,12449,กระดาษ A4 Quality Recycle Green 70g,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,105.00,,
กระดาษ-a4-quality-recycle-green-70g-1-ลัง(1*5),12450,กระดาษ A4 Quality Recycle Green 70g 1 ลัง(1*5),เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,515.00,,
กระดาษ A4 Shizu 70g 1 รีม (450 แผ่น),10187,กระดาษ A4 Shizu 70g 1 รีม (450 แผ่น),เครื่องเขียน,,N,,,,,,,0.00,8851960002373,,,Y,Y,100.00,89.000,0.000
กระดาษ A4 Shizu 70g 40 แผ่น,10185,กระดาษ A4 Shizu 70g 40 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,8858741701807,,,Y,Y,20.00,100.000,0.000
กระดาษ A4 Shizu 80g 1 รีม (450 แผ่น),10188,กระดาษ A4 Shizu 80g 1 รีม (450 แผ่น),เครื่องเขียน,,N,,,,,,,0.00,8851960002380,,,Y,Y,115.00,93.000,0.000
กระดาษ A4 Shizu 80g 40 แผ่น,10186,กระดาษ A4 Shizu 80g 40 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,Y,Y,25.00,100.000,0.000
กระดาษ-a5-double-a--80g-1-รีม,12782,กระดาษ A5 Double A  80g 1 รีม,เครื่องเขียน,,N,,,,,,,78.00,,,,N,Y,90.00,,
กระดาษ-f14-double-a--80g-1-รีม,12773,กระดาษ F14 Double A  80g 1 รีม,เครื่องเขียน,,N,,,,,,,162.00,,,,N,Y,200.00,,
กระดาษ-f14-double-a--80g-1-ลัง-5-รีม,12781,กระดาษ F14 Double A  80g 1 ลัง 5 รีม,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,950.00,,
กระดาษ-ความร้อน-57*40มม.-ห่อทอง(1*4),12925,กระดาษ ความร้อน 57*40มม. ห่อทอง(1*4),เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,60.00,,
กระดาษ-ความร้อน-57*50มม.,12147,กระดาษ ความร้อน 57*50มม.,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,20.00,,
กระดาษ-ความร้อน-57*50มม.-ห่อทอง(1*4),12444,กระดาษ ความร้อน 57*50มม. ห่อทอง(1*4),เครื่องเขียน,,N,,,,,,,11.00,,,,N,Y,75.00,,
กระดาษ-ความร้อน-57*50มม.(1*12),12148,กระดาษ ความร้อน 57*50มม.(1*10),เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,180.00,,
กระดาษ-ความร้อน-80*50มม.-ห่อทอง(1*2),12541,กระดาษ ความร้อน 80*50มม. ห่อทอง(1*2),เครื่องเขียน,,N,,,,,,,16.00,,,,N,Y,50.00,,
กระดาษ-ความร้อน-80*80มม.(1*2),12145,กระดาษ ความร้อน 80*80มม.(1*2),เครื่องเขียน,,N,,,,,,,40.00,,,,N,Y,80.00,,
กระดาษ-ชำระ-กล่อง-mild,12165,กระดาษ ชำระ กล่อง mild,เบ็ดเตล็ด,,N,,,,,,,0.00,8858678421021,,,N,Y,25.00,,
กระดาษ-ชำระ-กล่อง-mild-4-กล่อง,12166,กระดาษ ชำระ กล่อง mild 4 กล่อง,เบ็ดเตล็ด,,N,,,,,,,0.00,,,,N,Y,95.00,,
กระดาษ-ชำระ-ม้วน-mild-(24-ม้วน),12164,กระดาษ ชำระ ม้วน mild (24 ม้วน),เบ็ดเตล็ด,,N,,,,,,,0.00,,,,N,Y,160.00,,
กระดาษ-ชำระ-ม้วน-mild-(6-ม้วน),11872,กระดาษ ชำระ ม้วน mild (6 ม้วน),เบ็ดเตล็ด,,N,,,,,,,17.50,8858678422844,,,N,Y,22.00,,
กระดาษ-ชำระ-ม้วน-zilk-jumbo-(24-ม้วน),11874,กระดาษ ชำระ ม้วน zilk jumbo (24 ม้วน),เบ็ดเตล็ด,,N,,,,,,,0.00,,,,N,Y,179.00,,
กระดาษ-ชำระ-ม้วน-zilk-jumbo-(30-ม้วน),11875,กระดาษ ชำระ ม้วน zilk jumbo (30 ม้วน),เบ็ดเตล็ด,,N,,,,,,,179.00,,,,N,Y,219.00,,
กระดาษ-ชำระ-ม้วน-zilk-kotton-(24-ม้วน),11873,กระดาษ ชำระ ม้วน zilk kotton (24 ม้วน),เบ็ดเตล็ด,,N,,,,,,,0.00,,,,N,Y,135.00,,
กระดาษ-เทอร์มอล-lotus-57*50มม.(1*5),12146,กระดาษ เทอร์มอล Lotus 57*50มม.(1*5),เครื่องเขียน,,N,,,,,,,0.00,8859690200489,,,N,Y,90.00,,
กระดาษ-โฟโต้-a4-135gsm-10-แผ่น,12294,กระดาษ โฟโต้ A4 135gsm 10 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,30.00,,
กระดาษ-โฟโต้-a4-135gsm-100-แผ่น,12296,กระดาษ โฟโต้ A4 135gsm 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,250.00,,
กระดาษ-โฟโต้-a4-135gsm-50-แผ่น,12295,กระดาษ โฟโต้ A4 135gsm 50 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,140.00,,
กระดาษ-โฟโต้-a4-150gsm-100-แผ่น,12681,กระดาษ โฟโต้ A4 150gsm 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,300.00,,
กระดาษ-โฟโต้-a4-150gsm-50-แผ่น,12682,กระดาษ โฟโต้ A4 150gsm 50 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,160.00,,
กระดาษ-โฟโต้-a4-180gsm-10-แผ่น,12787,กระดาษ โฟโต้ A4 180gsm 10 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,48.00,,
กระดาษ-โฟโต้-a4-180gsm-100-แผ่น,12483,กระดาษ โฟโต้ A4 180gsm 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,320.00,,
กระดาษ-โฟโต้-a4-180gsm-24-แผ่น,12481,กระดาษ โฟโต้ A4 180gsm 20 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,90.00,,
กระดาษ-โฟโต้-a4-180gsm-4-แผ่น,12480,กระดาษ โฟโต้ A4 180gsm 4 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,20.00,,
กระดาษ-โฟโต้-a4-180gsm-50-แผ่น,12482,กระดาษ โฟโต้ A4 180gsm 50 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,180.00,,
กระดาษ-โฟโต้-a4-200gsm-10-แผ่น,12490,กระดาษ โฟโต้ A4 200gsm 10 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,48.00,,
กระดาษ-โฟโต้-a4-200gsm-100-แผ่น,12486,กระดาษ โฟโต้ A4 200gsm 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,8858702081412,,,N,Y,350.00,,
กระดาษ-โฟโต้-a4-200gsm-2-แผ่น,12484,กระดาษ โฟโต้ A4 200gsm 2 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,10.00,,
กระดาษ-โฟโต้-a4-200gsm-50-แผ่น,12485,กระดาษ โฟโต้ A4 200gsm 50 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,200.00,,
กระดาษ-โฟโต้-a4-220gsm-100-แผ่น,12488,กระดาษ โฟโต้ A4 220gsm 100 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,350.00,,
กระดาษ-โฟโต้-a4-220gsm-2-แผ่น,12489,กระดาษ โฟโต้ A4 220gsm 2 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,12.00,,
กระดาษ-โฟโต้-a4-220gsm-50-แผ่น,12487,กระดาษ โฟโต้ A4 220gsm 50 แผ่น,เครื่องเขียน,,N,,,,,,,0.00,,,,N,Y,220.00,,
กระดาษการ์ดa4-120แกรม-ssb-50แผ่น,12665,กระดาษการ์ดA4 120แกรม SSB 50แผ่น,เครื่องเขียน,,N,,,,,,,26.00,,,,N,Y,90.00,,
